t,0.1,0.3,0.45
0,0.009861015345964895,0.0021870664574032738,0.00017423624264237768
1,0.007840810321257987,0.0013569542313049054,0.0001139692290168676
2,0.0067537038460371195,0.0010909589936725537,0.000103760994268724
3,0.006123589125374289,0.0009806652009516212,0.00010250176020105129
4,0.00575353630369702,0.0009338325995855722,0.00010492522689199891
5,0.0055491648026368455,0.0009207640885749897,0.00010958801928430857
6,0.005461118696348813,0.0009295698382405967,0.00011599564917552058
7,0.005462449230636397,0.0009549666570102876,0.00012400998587839507
8,0.005538592498151058,0.0009946843154735906,0.00013367279436978928
9,0.005682581044059076,0.0010481095422850994,0.00014514639029801336
10,0.005892691036823584,0.0011157384654656634,0.00015869834232669466
11,0.006171356973575936,0.001198982077145671,0.000174708593105673
12,0.00652484595287973,0.001300165097092612,0.00019369318572380484
13,0.006963487231486043,0.001422668246869992,0.0002163455610792792
14,0.00750242102671506,0.0015712176615126172,0.00024360118485176072
15,0.008162956887411914,0.0017523663011062987,0.0002767369243547877
16,0.008974769637574424,0.0019752626912882105,0.0003175255132591415
17,0.00997935957402781,0.002252884253107197,0.0003684813029990557
18,0.011235536541258114,0.002604063737924093,0.00043326362832605327
19,0.012828290914458884,0.0030569379695447292,0.0005173645572859548
20,0.014883568708772379,0.003655085176457239,0.0006293362881405322
21,0.017593788367347644,0.004469063288376937,0.0007831056022635177
22,0.02126385885977318,0.005619620776307124,0.0010026430515754638
23,0.026398567368597366,0.00732851746241429,0.0013322183614520203
24,0.03387920658680013,0.01004255115974373,0.0018615702060603041
25,0.04534925442691935,0.014782518067029508,0.0027979147770692357
26,0.06414468547352603,0.024330623320214805,0.0047259343720381704
27,0.09786534993717794,0.048449087458222795,0.010032088347400051
28,0.1671076202347723,0.13627519811193956,0.041021432333342524
29,0.3489095741496555,0.7086907908357393,0.9300180312464459
